0.028205618	0.032430064	0.035805427	-0.04887263	-0.032679968	0.02441629	0.03703333	-0.014391999	0.009088635	0.004549932	0.05120937	-0.06001599	-0.01076267	0.029167326	0.043255214	-0.058750518
0.029227018	-0.010800441	0.037937954	-0.0061375815	-0.026824933	0.074909426	0.011611109	0.00866746	0.0023593444	0.040148616	-0.01691148	-0.06679754	-0.0091608595	0.10816659	0.01428178	-0.031056514
0.03338373	-0.01729424	0.06595104	0.04181109	-0.020350745	0.043334384	0.06635188	-0.018216139	0.0011625029	0.005668764	0.0153014315	-0.15601179	-0.043984212	0.08402925	0.079218246	0.0023299167
0.056425147	0.06436565	0.034091745	-0.006514717	-0.018506048	0.0055301287	0.025235305	0.038419634	-0.031222466	0.020099664	-0.020776987	-0.05678384	0.019953048	0.031150587	0.10490298	-0.05232919
0.07100775	0.047580164	0.047852904	-0.044366896	-0.06674097	-0.008047535	0.076482706	0.009116764	-0.0385059	0.016790997	-0.03502271	-0.06349977	-0.030367328	0.05896697	0.07306997	-0.075321786
0.034264904	-0.021085776	-0.0005752849	0.0217226	0.008248749	0.013716839	0.05195592	0.029687647	-0.009131405	-0.031467732	0.06898264	-0.036582258	0.00091616006	0.07691498	0.040127367	-0.050413053
-0.0052204086	0.04165407	-0.0052099903	0.03749761	-0.023178043	0.019504994	-0.025026167	-0.060099512	-0.036166552	0.016998457	0.04912008	-0.15256922	-0.009296743	0.085912764	0.005928404	0.014871803
-0.02805054	0.019799065	0.04830984	0.00041002512	0.032788273	0.10365502	0.08160612	0.018315846	-0.070917174	-0.008541661	0.029929591	-0.04747995	-0.02690958	0.0723866	0.037169203	-0.021470146
0.0077444594	0.056499727	-0.009642473	0.06554598	-0.013055491	0.072645746	0.0038037354	-0.009194648	0.0008128468	-0.022904672	-0.019364648	-0.0710722	-0.014304191	0.07569381	0.1002838	-0.0027447734
0.015965844	0.038117997	-0.010942107	-0.013716462	-0.040991794	0.01593948	0.021088544	-0.0055498513	0.025143286	0.0077448664	-0.0008365246	0.019205477	0.00797033	-0.0022639602	0.09370876	0.007998779
0.014719841	0.048144534	0.003077182	-0.024753055	-0.076328725	-0.035035975	0.010681579	0.056512143	-0.054254666	0.1255317	0.012092384	-0.0757598	0.037527014	0.07128256	0.08713678	-0.02258965
0.05038634	-0.05644604	0.012341885	0.021706892	-0.065830514	0.03271229	0.037591983	-0.04445371	0.030445863	0.0070847007	0.043609384	-0.024812935	-0.029904325	0.008530303	0.03721002	-0.006680744
0.0546721	-0.0069348575	0.014696194	0.055074085	0.008423682	-0.06989908	-0.045878533	0.09969103	-0.041989822	-0.053744256	0.00016279428	-0.0105359005	0.0626566	0.11064224	0.009560457	-0.078768745
-0.023888333	0.02703441	0.042359453	-0.027338175	-0.09902635	0.06120164	0.02098272	0.017285967	-0.021522505	0.07892721	0.10459121	0.033337038	0.053270876	0.07887199	-0.0377821	0.004501391
0.10102293	0.06328173	0.083340295	0.004087941	-0.049472384	0.03213563	0.0039418857	-0.051083535	-0.025135206	-0.040342536	-0.017851863	-0.039924607	-0.009972903	0.03383277	0.06836865	-0.016186455
0.023236291	-0.06543125	-0.006394074	-0.037978843	-0.005649369	-0.01134569	0.00817256	-0.003919088	0.017622473	0.04391575	-0.012540107	-0.032807175	0.046300396	0.07655457	0.037831195	-0.06970755
0.023501188	-0.05494251	0.029329548	0.00990805	-0.02738558	0.023781471	0.021784594	0.06581837	-0.037463095	0.048400965	-0.019195959	-0.05963672	-0.0010732076	0.006931153	0.009760244	-0.0424416
-0.046100616	-0.09435917	0.020170849	0.0138982	-0.02070411	0.012437144	-0.011875716	-0.0022474115	0.022670338	-0.06834582	0.036983725	2.1439246e-05	-0.04150715	0.026540827	0.06791998	-0.046375066
0.13037325	0.032035787	-0.065531276	0.0018839517	0.043222513	-0.006211651	-0.0030295968	0.039390773	0.055668473	0.091481686	0.034492526	-0.04467254	-0.0028909016	0.010786465	0.05174788	-0.10402978
0.016139608	-0.0030369414	0.06710799	-0.01891138	-0.09302233	0.10117316	0.034882817	-0.0402602	-0.043941144	0.07536028	-0.033840142	-0.02480779	0.024493169	0.034391064	0.03939792	-0.0008413602
-0.0095671825	0.022207608	-0.0032389842	-0.019000236	0.059675604	-0.013723683	0.1106753	0.07542569	0.085860506	0.0057159993	0.09327084	-0.010598909	-0.00714235	0.0057284725	-0.027886322	-0.028798705
0.047054928	0.120484926	0.07975025	-0.0059139077	-0.07759568	-0.02998477	0.06298941	0.060461104	0.08934496	0.11265394	0.14647685	0.08150195	-0.01568083	-0.039670736	-0.053781148	0.08454813
0.0636443	0.00046922453	-0.04936051	0.025802197	-0.083369195	0.028141424	-0.0049922494	-0.10443683	0.1265999	0.051087525	-0.08124793	-0.08592538	0.061348032	0.028571045	0.16746895	-0.08342891
-0.059800718	0.011142376	0.045515735	-0.022216843	-0.057014782	0.043228526	0.020600345	0.05134533	0.03170129	0.0040421425	0.033974368	-0.013648685	0.03412198	0.048033055	0.0954737	-0.06775567
-0.022967067	-0.025781712	0.054291796	0.0030159077	-0.016570007	0.021645479	0.072957195	-0.062136687	-0.01279359	0.006106017	-0.040359106	-0.07096644	-0.01660512	0.048007365	0.015342279	-0.07470038
-0.029295335	-0.030966787	-0.05762818	-0.00013278048	-0.043459617	-0.07495326	0.04857668	0.01375604	-0.038404845	0.026127059	0.04526132	-0.008998605	0.03168755	0.082807116	-0.05567995	0.025136206
0.026645595	0.08173012	0.024853732	-0.055318393	-0.005745204	0.002866945	-0.0060256445	-0.0076821167	-0.05496432	0.049970336	-0.041589305	0.014056538	-0.009715612	-0.0008326667	0.077312455	-0.017823102
